Entry	Gene names	Length
P45954	ACADSB	432
P55087	AQP4	323
O15123	ANGPT2	496
P01019	AGT SERPINA8	476
Q4LE39	ARID4B BRCAA1 RBBP1L1 RBP1L1 SAP180	1312
Q8WZ64	ARAP2 CENTD1 KIAA0580	1704
Q12955	ANK3	4377
O14791	APOL1 APOL	398
P27695	APEX1 APE APE1 APEX APX HAP1 REF1	318
O43488	AKR7A2 AFAR AFAR1 AKR7	359
O15143	ARPC1B ARC41	372
P27338	MAOB	520
P02647	APOA1	267
Q96BM9	ARL8A ARL10B GIE2	186
P07199	CENPB	599
Q9BXX3	ANKRD30A	1397
P39687	ANP32A C15orf1 LANP MAPM PHAP1	249
P54802	NAGLU UFHSD1	743
Q01433	AMPD2	879
O15519	CFLAR CASH CASP8AP1 CLARP MRIT	480
Q9H6X2	ANTXR1 ATR TEM8	564
P58335	ANTXR2 CMG2	489
P27216	ANXA13 ANX13	316
Q8N2Z9	CENPS APITD1 FAAP16 MHF1	138
P10275	AR DHTR NR3C4	920
Q8NI99	ANGPTL6 AGF ARP5 UNQ152/PRO178	470
P03950	ANG RNASE5	147
Q9Y5C1	ANGPTL3 ANGPT5 UNQ153/PRO179	460
Q9BY76	ANGPTL4 ARP4 HFARP PGAR PP1158 PSEC0166 UNQ171/PRO197	406
P00751	CFB BF BFD	764
Q13535	ATR FRP1	2644
P05177	CYP1A2	516
Q6XZF7	DNMBP ARHGEF36 KIAA1010 TUBA	1577
Q9ULA0	DNPEP ASPEP DAP	485
P63172	DYNLT1 TCTEL1 TCTEX-1 TCTEX1	113
Q15768	EFNB3 EPLG8 LERK8	340
Q8N4V1	MMGT1 EMC5 TMEM32	131
P68104	EEF1A1 EEF1A EF1A LENG7	462
O00167	EYA2 EAB1	538
Q92990	GLMN FAP48 FAP68 VMGLOM	594
Q9Y2T5	GPR52	361
P18283	GPX2	190
Q9NR50	EIF2B3	452
Q00013	MPP1 DXS552E EMP55	466
Q5JST6	EFHC2	749
P41214	EIF2D HCA56 LGTN	584
O75344	FKBP6 FKBP36	327
P31994	FCGR2B CD32 FCG2 IGFR2	310
P08620	FGF4 HST HSTF1 KS3	206
O14842	FFAR1 GPR40	300
Q9NW38	FANCL PHF9	375
Q14289	PTK2B FAK2 PYK2 RAFTK	1009
Q13283	G3BP1 G3BP	466
P49354	FNTA	379
O15353	FOXN1 RONU WHN	648
P62873	GNB1	340
P04921	GYPC GLPC GPC	128
P01148	GNRH1 GNRH GRH LHRH	92
Q8TDU6	GPBAR1 TGR5	330
Q9Y2T3	GDA KIAA1258	454
P16401	H1-5 H1F5 HIST1H1B	226
P39086	GRIK1 GLUR5	918
P43250	GRK6 GPRK6	576
P16104	H2AX H2AFX	143
O60814	H2BC12 H2BFT HIRIP1 HIST1H2BK	126
Q5TEC6	H3-7 H3-2 HIST2H3PS2	136
P00390	GSR GLUR GRD1	522
P49862	KLK7 PRSS6 SCCE	253
Q96QV6	H2AC1 H2AFR HIST1H2AA	131
Q9P0R6	GSKIP C14orf129 HSPC210	139
P04908	H2AC4 H2AFM HIST1H2AB; H2AC8 H2AFA HIST1H2AE	130
Q13255	GRM1 GPRC1A MGLUR1	1194
P20671	H2AC7 H2AFG HIST1H2AD	130
P03952	KLKB1 KLK3	638
Q03721	KCNC4 C1orf30	635
Q8TAC2	JOSD2 SBBI54	188
Q86Z14	KLB	1044
Q9UEF7	KL	1012
Q13241	KLRD1 CD94	179
Q9Y6J6	KCNE2	123
P17535	JUND	347
Q9Y6H6	KCNE3	103
A6ND01	IZUMO1R FOLR4 JUNO	250
D3W0D1	KLRF2	207
Q96E93	KLRG1 CLEC15A MAFA MAFAL	195
P05412	JUN	331
Q7Z6J2	TAMALIN GRASP	395
Q8TED1	GPX8 UNQ847/PRO1785	209
P02008	HBZ HBZ2	142
P26927	MST1 D3F15S2 DNF15S2 HGFL	711
Q04756	HGFAC	655
Q08211	DHX9 DDX9 LKP NDH2	1270
Q92879	CELF1 BRUNOL2 CUGBP CUGBP1 NAB50	486
Q9NSP4	CENPM C22orf18 ICEN39 PANE1	180
Q9H3Z4	DNAJC5 CLN4	198
Q12834	CDC20	499
P07315	CRYGC CRYG3	174
Q8N684	CPSF7	471
P39060	COL18A1	1754
P46109	CRKL	303
O15431	SLC31A1 COPT1 CTR1	190
Q8NI60	COQ8A ADCK3 CABC1 PP265	647
O76096	CST7	145
Q9H2U1	DHX36 DDX36 KIAA1488 MLEL1 RHAU	1008
Q14332	FZD2	565
P51570	GALK1 GALK	392
Q9ULV1	FZD4	537
Q01415	GALK2 GK2	458
Q13467	FZD5 C2orf31	585
Q4VC44	FLYWCH1 KIAA1552	716
Q96C23	GALM BLOCK25	342
O75084	FZD7	574
Q9H461	FZD8	694
P34059	GALNS	522
Q14331	FRG1	258
Q9UM11	FZR1 CDH1 FYR FZR KIAA1242	496
Q8TAE8	GADD45GIP1 MRPL59 PLINP1 PRG6	222
P24522	GADD45A DDIT1 GADD45	165
O95866	MPIG6B C6orf25 G6B G6B-B	241
O95257	GADD45G CR6 DDIT2	159
Q10471	GALNT2	571
Q13480	GAB1	694
Q9UF56	FBXL17 FBL17 FBX13 FBXO13	701
Q96AE4	FUBP1	644
Q6E0U4	DMKN UNQ729/PRO1411	476
Q5TB30	DEPDC1 DEPDC1A	811
Q6PCT2	FBXL19 FBL19	694
Q8N4A0	GALNT4	578
O76075	DFFB CAD DFF2 DFF40	338
Q8NHS0	DNAJB8	232
Q92945	KHSRP FUBP2	711
P02794	FTH1 FTH FTHL6 OK/SW-cl.84 PIG15	183
P51114	FXR1	621
Q86SF2	GALNT7	657
P15976	GATA1 ERYF1 GF1	413
P23769	GATA2	480
Q9Y2I7	PIKFYVE KIAA0981 PIP5K3	2098
P23771	GATA3	443
O60318	MCM3AP GANP KIAA0572 MAP80	1980
P43694	GATA4	442
Q9H2C0	GAN GAN1 KLHL16	597
Q99543	DNAJC2 MPHOSPH11 MPP11 ZRF1	621
P04406	GAPDH GAPD CDABP0047 OK/SW-cl.12	335
Q6UWP2	DHRS11 SDR24C1 UNQ836/PRO1774	260
P21728	DRD1	446
O00429	DNM1L DLP1 DRP1	736
Q9H410	DSN1 C20orf172 MIS13	356
P27487	DPP4 ADCP2 CD26	766
P01911	HLA-DRB1	266
Q15717	ELAVL1 HUR	326
P20930	FLG	4061
Q9Y324	FCF1 C14orf111 CGI-35	198
Q99581	FEV PET1	238
P05230	FGF1 FGFA	155
O00602	FCN1 FCNM	326
Q9BQS8	FYCO1 ZFYVE7	1478
P46379	BAG6 BAT3 G3	1132
P20749	BCL3 BCL4 D19S37	454
P30043	BLVRB FLR	206
O15234	CASC3 MLN51	703
P29466	CASP1 IL1BC IL1BCE	404
Q96GG9	DCUN1D1 DCN1 DCUN1L1 RP42 SCCRO	259
P0DP23	CALM1 CALM CAM CAM1	149
Q8NDD1	C1orf131 cPERP-A	293
Q6PH85	DCUN1D2 C13orf17 DCUN1L2	259
P07339	CTSD CPSD	412
O75976	CPD	1380
P0DP25	CALM3 CALML2 CAM3 CAMC CAMIII	149
Q9UBX1	CTSF	484
P55212	CASP6 MCH2	293
P16152	CBR1 CBR CRN SDR21C1	277
Q13698	CACNA1S CACH1 CACN1 CACNL1A3	1873
Q15828	CST6	149
Q9NPF5	DMAP1 KIAA1425	467
O43143	DHX15 DBP1 DDX15	795
Q8NCM8	DYNC2H1 DHC1B DHC2 DNCH2 DYH1B KIAA1997	4307
Q15006	EMC2 KIAA0103 TTC35	297
P78545	ELF3 ERT ESX JEN	371
P55199	ELL C19orf17	621
P07359	GP1BA	652
O95718	ESRRB ERRB2 ESRL2 NR3B2	433
Q92817	EVPL	2033
Q5FWF5	ESCO1 EFO1 KIAA1911	840
Q8N9Y4	FAM181A C14orf152 HSD-31 HSD31	354
Q14315	FLNC ABPL FLN2	2725
Q9BX63	BRIP1 BACH1 FANCJ	1249
P51116	FXR2 FMR1L2	673
P02792	FTL	175
O75311	GLRA3	464
P38484	IFNGR2 IFNGT1	337
P0CG29	GSTT2	244
O60565	GREM1 CKTSF1B1 DAND2 DRM PIG2	184
Q16661	GUCA2B	112
Q9UJM8	HAO1 GOX1	370
O43424	GRID2 GLURD2	1007
Q75QN2	INTS8 C8orf52	995
P09211	GSTP1 FAEES3 GST3	210
Q9C0E4	GRIP2 KIAA1719	1043
P08263	GSTA1	222
Q14451	GRB7	532
P29622	SERPINA4 KST PI4	427
Q9UMN6	KMT2B HRX2 KIAA0304 MLL2 MLL4 TRX2 WBP7	2715
Q86T24	ZBTB33 KAISO ZNF348	672
P63252	KCNJ2 IRK1	427
Q8NEZ4	KMT2C HALR KIAA1506 MLL3	4911
O14686	KMT2D ALR MLL2 MLL4	5537
P49863	GZMK TRYP2	264
Q9UIQ6	LNPEP OTASE	1025
P41223	BUD31 EDG2	144
P54687	BCAT1 BCT1 ECA39	386
Q6ZUJ8	PIK3AP1 BCAP	805
Q8IWE4	DCUN1D3 SCCRO3	304
Q5VZK9	CARMIL1 CARMIL LRRC16 LRRC16A	1371
P09668	CTSH CPSB	335
Q8IVL8	CPO	374
Q5TAQ9	DCAF8 H326 WDR42A	597
P31415	CASQ1 CASQ	396
P27797	CALR CRTC	417
P32321	DCTD	178
O95931	CBX7	251
O15335	CHAD SLRR4A	359
Q16790	CA9 G250 MN	459
P36222	CHI3L1	383
Q9BSY4	CHCHD5 C2orf9	110
P21730	C5AR1 C5AR C5R1	350
Q9NP97	DYNLRB1 BITH DNCL2A DNLC2A ROBLD1 HSPC162	96
P07320	CRYGD CRYG4	174
P20815	CYP3A5	502
P09603	CSF1	554
P05093	CYP17A1 CYP17 S17AH	508
P99999	CYCS CYC	105
Q8NFK1	GJC3 GJE1	279
P02778	CXCL10 INP10 SCYB10	98
P28715	ERCC5 ERCM2 XPG XPGC	1186
O14625	CXCL11 ITAC SCYB11 SCYB9B	94
P08709	F7	466
Q8WV16	DCAF4 WDR21 WDR21A	495
Q96JK2	DCAF5 BCRG2 KIAA1824 WDR22	942
Q58WW2	DCAF6 IQWD1 MSTP055	860
Q92499	DDX1	740
Q14118	DAG1	895
O95786	DDX58	925
P11362	FGFR1 BFGFR CEK FGFBR FLG FLT2 HBGFR	822
Q13347	EIF3I EIF3S2 TRIP1	325
P00533	EGFR ERBB ERBB1 HER1	1210
Q8N766	EMC1 KIAA0090 PSEC0263	993
Q8NDI1	EHBP1 KIAA0903 NACSIN	1231
Q9BV81	EMC6 TMEM93	110
Q92731	ESR2 ESTRB NR3A2	530
Q6NXG1	ESRP1 RBM35A	681
Q9UQ84	EXO1 EXOI HEX1	846
Q2NKX8	ERCC6L PICH	1250
Q9H4H8	FAM83D C20orf129	585
P41594	GRM5 GPRC1E MGLUR5	1212
P11166	SLC2A1 GLUT1	492
Q14831	GRM7 GPRC1G MGLUR7	915
Q6FI13	H2AC18 H2AFO HIST2H2AA HIST2H2AA3; H2AC19 HIST2H2AA4	130
Q96D42	HAVCR1 KIM1 TIM1 TIMD1	364
Q8TDQ0	HAVCR2 TIM3 TIMD3	301
Q16875	PFKFB3	520
P00451	F8 F8C	2351
P21709	EPHA1 EPH EPHT EPHT1	976
P29317	EPHA2 ECK	976
Q9HCE0	EPG5 KIAA1632	2579
P54760	EPHB4 HTK MYK1 TYRO11	987
Q13227	GPS2	327
Q5TD97	FHL5 ACT	284
Q96JP0	FEM1C KIAA1785	617
Q9H4G4	GLIPR2 C9orf19 GAPR1	154
O14976	GAK	1311
P30968	GNRHR GRHR	328
Q8IU54	IFNL1 IL29 ZCYTO21	200
P30085	CMPK1 CMK CMPK UCK UMK UMPK	196
Q96EK5	KIFBP KBP KIAA1279 KIF1BP	621
A8MUM7	LGALS16	142
Q05315	CLC LGALS10 LGALS10A	142
Q14847	LASP1 MLN50	261
P30613	PKLR PK1 PKL	574
P06312	IGKV4-1	121
Q8IWT6	LRRC8A KIAA1437 LRRC8 SWELL1 UNQ221/PRO247	810
Q9GZU1	MCOLN1 ML4 TRPML1 MSTP080	580
P11226	MBL2 COLEC1 MBL	248
Q86V88	MDP1	176
Q29983	MICA PERB11.1	383
Q15648	MED1 ARC205 CRSP1 CRSP200 DRIP205 DRIP230 PBP PPARBP PPARGBP RB18A TRAP220 TRIP2	1581
Q9BQA1	WDR77 MEP50 WD45 HKMT1069 Nbla10071	342
Q02080	MEF2B XMEF2	365
Q13133	NR1H3 LXRA	447
P21439	ABCB4 MDR3 PGY3	1286
Q9NV35	NUDT15 MTH2	164
Q09328	MGAT5 GGNT5	741
P39900	MMP12 HME	470
P45985	MAP2K4 JNKK1 MEK4 MKK4 PRKMK4 SEK1 SERK1 SKK1	399
P30304	CDC25A	524
P21741	MDK MK1 NEGF2	143
Q99549	MPHOSPH8 MPP8	860
Q9UNF0	PACSIN2	486
Q96EF0	MTMR8	704
Q13126	MTAP MSAP	283
Q2M296	MTHFSD	383
Q9NV56	MRGBP C20orf20	204
Q9UMY1	NOL7 C6orf90 NOP27	257
Q09161	NCBP1 CBP80 NCBP	790
Q15738	NSDHL H105E3	373
O95848	NUDT14 UGPP	222
Q9BQG2	NUDT12	462
P49281	SLC11A2 DCT1 DMT1 NRAMP2 OK/SW-cl.20	568
O60500	NPHS1 NPHN	1241
P61916	NPC2 HE1	151
P16298	PPP3CB CALNA2 CALNB CNA2	524
Q9NY56	OBP2A	170
P36873	PPP1CC	323
P11177	PDHB PHE1B	359
Q8NFH5	NUP35 MP44 NUP53	326
P13797	PLS3	630
Q8NAT1	POMGNT2 AGO61 C3orf39 EOGTL GTDC2	580
Q96JA3	PLEKHA8 FAPP2	519
P28066	PSMA5	241
Q9UMS4	PRPF19 NMP200 PRP19 SNEV	504
P15309	ACP3 ACPP	386
Q07869	PPARA NR1C1 PPAR	468
Q9HAB8	PPCS COAB	311
Q13705	ACVR2B	512
Q13075	NAIP BIRC1	1403
Q10589	BST2	180
Q12983	BNIP3 NIP3	259
O43683	BUB1 BUB1L	1085
Q5VTR2	RNF20 BRE1A	975
Q9Y6D6	ARFGEF1 ARFGEP1 BIG1	1849
Q9NSI6	BRWD1 C21orf107 WDR9	2320
O00548	DLL1 UNQ146/PRO172	723
Q7LBR1	CHMP1B C18orf2	199
Q07021	C1QBP GC1QBP HABP1 SF2P32	282
P05108	CYP11A1 CYP11A	521
Q8WWA0	ITLN1 INTL ITLN LFR UNQ640/PRO1270	313
Q8NI35	PATJ CIPP INADL	1801
Q6DN90	IQSEC1 ARFGEP100 BRAG2 KIAA0763	963
P04180	LCAT	440
P09382	LGALS1	135
P23443	RPS6KB1 STK14A	525
Q6VAB6	KSR2	950
P01619	IGKV3-20	116
Q6MZP7	LIN54 CXCDC1 KIAA2037	749
Q8NHJ6	LILRB4 ILT3 LIR5	448
Q6IAA8	LAMTOR1 C11orf59 PDRO PP7157	161
Q07820	MCL1 BCL2L3	350
P16455	MGMT	207
Q9BUB5	MKNK1 MNK1	465
Q8IXI2	RHOT1 ARHT1	618
O43312	MTSS1 KIAA0429 MIM	755
Q68DK7	MSL1 MSL1L1	614
P22897	MRC1 CLEC13D CLEC13DL MRC1L1	1456
P26367	PAX6 AN2	422
Q06710	PAX8	450
Q6ZW49	PAXIP1 PAXIP1L PTIP CAGF28	1069
P11940	PABPC1 PAB1 PABP PABP1 PABPC2	636
P49023	PXN	591
P14649	MYL6B MLC1SA	208
Q15274	QPRT	297
Q96JN8	NEURL4 KIAA1787	1562
P56181	NDUFV3	108
P51970	NDUFA8	172
O95631	NTN1 NTN1L	604
P19838	NFKB1	968
O60551	NMT2	498
Q9NPB1	NT5M DNT2	228
P51843	NR0B1 AHC DAX1	470
P41146	OPRL1 OOR ORL1	370
P41145	OPRK1 OPRK	380
P10515	DLAT DLTA	647
O43929	ORC4 ORC4L	436
P0CE72	OCM OCM1 OCMN	109
Q8N1F7	NUP93 KIAA0095	819
P54368	OAZ1 OAZ	228
Q9NQP4	PFDN4 PFD4	134
P22680	CYP7A1 CYP7	504
Q16678	CYP1B1	543
Q17RY0	CPEB4 KIAA1673	729
Q8NBQ5	HSD17B11 DHRS8 PAN1B SDR16C2 PSEC0029 UNQ207/PRO233	300
P63167	DYNLL1 DLC1 DNCL1 DNCLC1 HDLC1	89
Q9Y692	GMEB1	573
P68871	HBB	147
P07910	HNRNPC HNRPC	306
Q12988	HSPB3 HSP27 HSPL27	150
P37235	HPCAL1 BDR1	193
P0DOY2	IGLC2	106
P48735	IDH2	452
Q96G25	MED8	268
O95568	METTL18 ASTP2 C1orf156	372
O00470	MEIS1	390
P22736	NR4A1 GFRP1 HMR NAK1	598
Q8TEA1	NSUN6 NOPD1	469
Q8IVD9	NUDCD3 KIAA1068	361
P50281	MMP14	582
P03956	MMP1 CLG	469
Q9GZQ8	MAP1LC3B MAP1ALC3	125
Q15004	PCLAF KIAA0101 NS5ATP9 PAF L5	111
O00459	PIK3R2	728
Q8N7H5	PAF1 PD2	531
Q8N5Y2	MSL3 MSL3L1	521
Q96C36	PYCR2	320
Q15084	PDIA6 ERP5 P5 TXNDC7	440
Q8N807	PDILT	584
O00168	FXYD1 PLM	92
P29590	PML MYL PP8675 RNF71 TRIM19	882
Q86YN6	PPARGC1B PERC PGC1 PGC1B PPARGC1	1023
O00487	PSMD14 POH1	310
P29017	CD1C	333
Q16696	CYP2A13	494
P15509	CSF2RA CSF2R CSF2RY	400
Q9H4W6	EBF3 COE3	596
P59666	DEFA3 DEF3	94
Q5TDH0	DDI2	399
Q9Y2R4	DDX52 ROK1 HUSSY-19	599
Q9Y2M0	FAN1 KIAA1018 MTMR15	1017
Q9UGM3	DMBT1 GP340	2413
Q8N8Q3	ENDOV	282
Q96KS0	EGLN2 EIT6	407
P52799	EFNB2 EPLG5 HTKL LERK5	333
P09467	FBP1 FBP	338
O00757	FBP2	339
Q01469	FABP5	135
P61328	FGF12 FGF12B FHF1	243
O75015	FCGR3B CD16B FCG3 FCGR3 IGFR3	233
P55318	FOXA3 HNF3G TCF3G	350
Q8IX07	ZFPM1 FOG1 ZFN89A	1006
Q9P278	FNIP2 FNIPL KIAA1450 MAPO1	1114
P19087	GNAT2 GNATC	354
Q9UI32	GLS2 GA	602
P35052	GPC1	558
O15379	HDAC3	428
P01597	IGKV1-39	117
Q9Y241	HIGD1A HIG1 HSPC010	93
Q9Y450	HBS1L HBS1 KIAA1038	684
P52272	HNRNPM HNRPM NAGR1	730
Q96FZ2	HMCES C3orf37 DC12 SRAPD1	354
Q9HB29	IL1RL2 IL1RRP2	575
Q9UHA4	LAMTOR3 MAP2K1IP1 MAPKSP1 PRO2783	124
O95297	MPZL1 PZR UNQ849/PRO1787	269
P30307	CDC25C	473
Q8TDR0	TRAF3IP1 IFT54 MIPT3	691
Q8WXB1	METTL21A FAM119A HCA557B	218
P42345	MTOR FRAP FRAP1 FRAP2 RAFT1 RAPT1	2549
P09466	PAEP	180
Q969V6	MRTFA KIAA1438 MAL MKL1	931
Q8WX93	PALLD KIAA0992 CGI-151	1383
Q96NY9	MUS81	551
Q6IQ20	NAPEPLD C7orf18	393
Q460N3	PARP15 BAL3	678
Q9HBE1	PATZ1 PATZ RIAZ ZBTB19 ZNF278 ZSG	687
O00541	PES1	588
O60331	PIP5K1C KIAA0589	668
Q9HAU0	PLEKHA5 KIAA1686 PEPP2	1116
O43172	PRPF4 PRP4	522
P16220	CREB1	327
P10176	COX8A COX8 COX8L	69
P26012	ITGB8	769
P05154	SERPINA5 PCI PLANH3 PROCI	406
P48551	IFNAR2 IFNABR IFNARB	515
Q8IYV9	IZUMO1	350
Q6PHW0	IYD C6orf71 DEHAL1	289
Q8N5M9	JAGN1	183
P17301	ITGA2 CD49B	1181
P05106	ITGB3 GP3A	788
P18564	ITGB6	788
Q9UIH9	KLF15 KKLF	416
P08253	MMP2 CLG4A	660
Q96NX5	CAMK1G CLICK3 VWS1	476
Q9UQM7	CAMK2A CAMKA KIAA0968	478
P22894	MMP8 CLG1	467
O95396	MOCS3 UBA4	460
Q13976	PRKG1 PRKG1B PRKGR1A PRKGR1B	671
O43896	KIF1C KIAA0706	1103
Q14807	KIF22 KID KNSL4	665
Q2M1P5	KIF7 UNQ340/PRO539	1343
O75525	KHDRBS3 SALP SLM2	346
Q92831	KAT2B PCAF	832
P13645	KRT10 KPP	584
P20151	KLK2	261
Q8NG31	KNL1 CASC5 KIAA1570	2342
P15382	KCNE1	129
Q12918	KLRB1 CLEC5B NKRP1A	225
Q4FZB7	KMT5B SUV420H1 CGI-85	885
Q03164	KMT2A ALL1 CXXC7 HRX HTRX MLL MLL1 TRX1	3969
Q9NYG8	KCNK4 TRAAK	393
O43526	KCNQ2	872
P23919	DTYMK CDC8 TMPK TYMK	212
O75112	LDB3 KIAA0613 ZASP	727
Q7L1W4	LRRC8D LRRC5 UNQ213/PRO239	858
Q8NI32	LYPD6B	183
Q9HD34	LYRM4 C6orf149 ISD11 CGI-203	91
P43357	MAGEA3 MAGE3	314
Q96JY0	MAEL	434
Q9BQ69	MACROD1 LRP16	325
O75251	NDUFS7	213
O00217	NDUFS8	210
O00443	PIK3C2A	1686
Q9Y5G1	PCDHGB3	929
Q9H244	P2RY12 HORK3	342
Q86U86	PBRM1 BAF180 PB1	1689
P32322	PYCR1	319
Q9UGN5	PARP2 ADPRT2 ADPRTL2	583
O75381	PEX14	377
P27918	CFP PFC	469
P26678	PLN PLB	52
O75688	PPM1B PP2CB	479
Q9Y255	PRELID1 PRELI CGI-106 SBBI12	219
Q15262	PTPRK PTPK	1439
O75208	COQ9 C16orf49 HSPC326 PSEC0129	318
O43719	HTATSF1	755
Q4G0P3	HYDIN HYDIN1 KIAA1864	5121
P23677	ITPKA	461
Q9ULG1	INO80 INO80A INOC1 KIAA1259	1556
Q13572	ITPK1	414
Q96EL1	INKA1 C3orf54 FAM212A	287
Q9NQT8	KIF13B GAKIN KIAA0639	1826
Q02241	KIF23 KNSL5 MKLP1	960
Q92993	KAT5 HTATIP TIP60	513
O15037	KHNYN KIAA0323	678
O95251	KAT7 HBO1 HBOa MYST2	611
Q9Y337	KLK5 SCTE UNQ570/PRO1132	293
Q92876	KLK6 PRSS18 PRSS9	244
Q9Y5K2	KLK4 EMSP1 PRSS17 PSTS	254
P04264	KRT1 KRTA	644
P02538	KRT6A K6A KRT6D	564
Q12809	KCNH2 ERG ERG1 HERG	1159
O94806	PRKD3 EPK2 PRKCN	890
O14649	KCNK3 TASK TASK1	394
O43525	KCNQ3	872
Q04759	PRKCQ PRKCT	706
Q52LA3	LIN52 C14orf46	116
P31153	MAT2A AMS2 MATA2	395
P51608	MECP2	486
Q9H3L0	MMADHC C2orf25 CL25022 HSPC161 My011	296
Q16795	NDUFA9 NDUFS2L	377
Q9UI09	NDUFA12 DAP13	145
Q9UK39	NOCT CCR4 CCRN4L NOC	431
O15394	NCAM2 NCAM21	837
Q6P4R8	NFRKB INO80G	1299
Q969V3	NCLN	563
Q9Y6Q9	NCOA3 AIB1 BHLHE42 RAC3 TRAM1	1424
P15559	NQO1 DIA4 NMOR1	274
Q96F24	NRBF2 COPR	287
Q6ZVK8	NUDT18 MTH3	323
Q96PH1	NOX5	765
Q8NFA2	NOXO1 P41NOX SH3PXD5	376
Q8N3J5	PPM1K PP2CM	372
Q08209	PPP3CA CALNA CNA	521
Q5VST9	OBSCN KIAA1556 KIAA1639	7968
P08100	RHO OPN2	348
Q13416	ORC2 ORC2L	577
Q15646	OASL TRIP14	514
Q9Y5N6	ORC6 ORC6L	252
O60313	OPA1 KIAA0567	960
Q86YP4	GATAD2A	633
P05121	SERPINE1 PAI1 PLANH1	402
P14920	DAO DAMOX	347
O43614	HCRTR2	444
Q9BWT3	PAPOLG PAP2 PAPG	736
O15496	PLA2G10	165
Q8N5Y8	PARP16 ARTD15 C15orf30	322
P15428	HPGD PGDH1 SDR36C1	266
O00625	PIR	290
Q7Z3C6	ATG9A APG9L1	839
O14867	BACH1	736
P51587	BRCA2 FACD FANCD1	3418
Q58F21	BRDT	947
Q9ULD4	BRPF3 KIAA1286	1205
Q00532	CDKL1	358
O14618	CCS	274
P28325	CST5	142
O75190	DNAJB6 HSJ2 MRJ MSJ1	326
Q14562	DHX8 DDX8	1220
O00273	DFFA DFF1 DFF45 H13	331
Q9UQC2	GAB2 KIAA0571	676
O75140	DEPDC5 KIAA0645	1603
Q8WXX5	DNAJC9	260
Q14393	GAS6 AXLLG	678
O60861	GAS7 KIAA0394	476
Q96FX2	DPH3 DESR1 ZCSL2	82
Q9UL01	DSE SART2	958
Q14194	CRMP1 DPYSL1 ULIP3	572
Q6V1X1	DPP8 DPRP1 MSTP097 MSTP135 MSTP141	898
O14531	DPYSL4 CRMP3 ULIP4	572
P01909	HLA-DQA1	254
O43598	DNPH1 C6orf108 RCL	174
Q9BV47	DUSP26 DUSP24 LDP4 MKP8 NATA1 SKRP3	211
Q4G0W2	DUSP28	176
P48546	GIPR	466
P32456	GBP2	591
Q9HC38	GLOD4 C17orf25 CGI-150 My027	313
O94925	GLS GLS1 KIAA0838	669
Q53FT3	HIKESHI C11orf73 HSPC138 HSPC179 HSPC248	197
P22830	FECH	423
P55795	HNRNPH2 FTP3 HNRPH2	449
P54868	HMGCS2	508
P0DOY3	IGLC3	106
P01877	IGHA2	340
P14735	IDE	1019
Q92743	HTRA1 HTRA PRSS11	480
Q6P2C8	MED27 CRSP34 CRSP8	311
Q96C03	MIEF2 MID49 SMCR7	454
P20645	M6PR MPR46 MPRD	277
P55347	PKNOX1 PREP1	436
Q9NQX1	PRDM5 PFM2	630
Q8TB72	PUM2 KIAA0235 PUMH2	1066
Q9NRF8	CTPS2	586
O14936	CASK LIN2	926
O75366	AVIL	819
P02747	C1QC C1QG	245
Q86V35	CABP7 CALN2	215
Q9H444	CHMP4B C20orf178 SHAX1	224
Q9Y5R6	DMRT1 DMT1	373
P19957	PI3 WAP3 WFDC14	117
Q5UCC4	EMC10 C19orf63 INM02 UNQ764/PRO1556	262
Q96HE7	ERO1A ERO1L UNQ434/PRO865	468
Q9Y3B2	EXOSC1 CSL4 CGI-108	195
Q8IYD1	GSPT2 ERF3B	628
P18074	ERCC2 XPD XPDC	760
P38117	ETFB FP585	255
Q68CZ6	HAUS3 C4orf15	603
Q14833	GRM4 GPRC1D MGLUR4	912
P11169	SLC2A3 GLUT3	496
P28799	GRN	593
O95267	RASGRP1 RASGRP	797
P56915	GSC	257
P22352	GPX3 GPXP	226
Q9NYZ3	GTSE1	720
Q8TAX9	GSDMB GSDML PP4052 PRO2521	411
P0C5Z0	H2AB2 H2AFB2; H2AB3 H2ABBD H2AFB H2AFB3	115
Q9BTM1	H2AJ H2AFJ	129
Q09472	EP300 P300	2414
P57764	GSDMD DFNA5L GSDMDC1 FKSG10	484
Q8TDF6	RASGRP4	673
O75715	GPX5	221
P38646	HSPA9 GRP75 HSPA9B mt-HSP70	679
Q96SL4	GPX7 GPX6 UNQ469/PRO828	187
P00742	F10	488
Q9UJA9	ENPP5 UNQ550/PRO1107	477
Q8IXL6	FAM20C DMP4	584
Q9H583	HEATR1 BAP28 UTP10	2144
Q06828	FMOD FM SLRR2E	376
Q9H4M3	FBXO44 FBG3 FBX30 FBX44 FBX6A FBXO6A	255
Q9H9S5	FKRP	495
Q9UKT5	FBXO4 FBX4	387
P39748	FEN1 RAD2	380
Q05397	PTK2 FAK FAK1	1052
P06241	FYN	537
Q8IXK2	GALNT12	581
Q9NS18	GLRX2 GRX2 CGI-133	164
P62807	H2BC4 H2BFL HIST1H2BC; H2BC6 H2BFH HIST1H2BE; H2BC7 H2BFG HIST1H2BF; H2BC8 H2BFA HIST1H2BG; H2BC10 H2BFK HIST1H2BI	126
P06899	H2BC11 H2BFR HIST1H2BJ	126
Q5QNW6	H2BC18 HIST2H2BF	126
P10144	GZMB CGL1 CSPB CTLA1 GRB	247
